x,y,z
-0.5,0.6,0.3
-0.483128,0.574623,0.291632
-0.465021,0.519204,0.278738
-0.444444,0.448148,0.262963
-0.420165,0.375857,0.245953
-0.390946,0.316735,0.229355
-0.355556,0.285185,0.214815
-0.312757,0.29561,0.203978
-0.261317,0.362414,0.198491
-0.2,0.5,0.2
-0.12524,0.749794,0.207407
-0.0364884,1.11811,0.218519
0.062963,1.56667,0.233333
0.169822,2.0572,0.251852
0.280796,2.55144,0.274074
0.392592,3.01111,0.3
0.50192,3.39794,0.32963
0.605487,3.67366,0.362963
0.7,3.8,0.4
0.789849,3.75418,0.439643
0.880521,3.5631,0.481344
0.97037,3.26296,0.525926
1.05775,2.88999,0.574211
1.14102,2.48038,0.627023
1.21852,2.07037,0.685185
1.28861,1.69616,0.74952
1.34966,1.39396,0.82085
1.4,1.2,0.9
1.43635,1.10878,0.998491
1.45871,1.08134,1.12126
1.47037,1.1037,1.25926
1.47462,1.16187,1.40343
1.47476,1.24184,1.54472
1.47407,1.32963,1.67407
1.47586,1.41125,1.78244
1.4834,1.4727,1.86077
1.5,1.5,1.9
1.52565,1.49369,1.87929
1.55706,1.46804,1.79726
1.59259,1.42963,1.67407
1.63059,1.38505,1.5299
1.66941,1.34088,1.38491
1.70741,1.3037,1.25926
1.74294,1.28011,1.17311
1.77435,1.27668,1.14664
1.8,1.3,1.2
1.81715,1.3561,1.35432
1.82606,1.44143,1.6
1.82963,1.54815,1.91111
1.83073,1.66845,2.26173
1.83224,1.79451,2.62593
1.83704,1.91852,2.97778
1.84801,2.03265,3.29136
1.86804,2.12908,3.54074
1.9,2.2,3.7
1.94746,2.2369,3.76283
2.00933,2.24335,3.75199
2.08148,2.22963,3.68519
2.15981,2.20604,3.58011
2.24019,2.18285,3.45446
2.31852,2.17037,3.32593
2.39067,2.17888,3.21221
2.45254,2.21866,3.131
2.5,2.3,3.1
2.52702,2.44184,3.11783
2.5347,2.64335,3.16612
2.52963,2.88519,3.23704
2.51838,3.14801,3.32277
2.50754,3.41248,3.4155
2.5037,3.65926,3.50741
2.51344,3.869,3.59067
2.54335,4.02236,3.65748
2.6,4.1,3.7
2.69054,4.08464,3.71413
2.81193,3.98697,3.70562
2.95555,3.82963,3.68148
3.11276,3.63525,3.6487
3.2749,3.42648,3.61427
3.43333,3.22593,3.58519
3.57942,3.05624,3.56845
3.70453,2.94005,3.57106
3.8,2.9,3.6
3.86722,2.94184,3.66104
3.9155,3.04582,3.75007
3.94815,3.1963,3.85926
3.96845,3.37764,3.9808
3.9797,3.57421,4.10686
3.98519,3.77037,4.22963
3.9882,3.95048,4.34129
3.99204,4.0989,4.43402
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
