x,y,z
0,0.6,0.3
0.00803525,0.587715,0.290571
0.0178582,0.572354,0.276991
0.0292568,0.554342,0.260108
0.0420188,0.534103,0.240771
0.0559322,0.512062,0.219828
0.070785,0.488641,0.198127
0.0863649,0.464266,0.176518
0.10246,0.439361,0.155847
0.118858,0.41435,0.136965
0.135347,0.389657,0.120718
0.151715,0.365706,0.107956
0.167749,0.342922,0.099527
0.183238,0.321729,0.0962791
0.19797,0.302551,0.0990609
0.212294,0.28417,0.109405
0.227012,0.264289,0.128041
0.242032,0.243394,0.153614
0.25725,0.222014,0.184748
0.272559,0.200679,0.220064
0.287852,0.17992,0.258182
0.303025,0.160267,0.297724
0.31797,0.14225,0.337311
0.332582,0.126399,0.375566
0.346754,0.113245,0.411108
0.360381,0.103319,0.44256
0.373357,0.0971489,0.468543
0.385575,0.0952667,0.487678
0.396929,0.0982022,0.498587
0.407327,0.106663,0.500179
0.416802,0.121048,0.493171
0.425458,0.140659,0.478846
0.433402,0.164755,0.458476
0.440741,0.192593,0.433333
0.447579,0.22343,0.404691
0.454024,0.256525,0.373822
0.46018,0.291134,0.341999
0.466155,0.326517,0.310493
0.472054,0.36193,0.280578
0.477984,0.39663,0.253527
0.484049,0.429876,0.230612
0.490358,0.460926,0.213105
0.497014,0.489036,0.202279
0.503962,0.514295,0.19878
0.510562,0.539918,0.200274
0.516829,0.566041,0.205935
0.522869,0.592345,0.215232
0.528788,0.618514,0.227635
0.534691,0.644227,0.242613
0.540686,0.669168,0.259637
0.546877,0.693019,0.278175
0.553371,0.71546,0.297699
0.560274,0.736175,0.317676
0.567693,0.754844,0.337579
0.575733,0.77115,0.356875
0.584499,0.784774,0.375034
0.594099,0.795398,0.391528
0.604636,0.802535,0.406061
0.61612,0.80485,0.420202
0.628453,0.802726,0.434343
0.641528,0.796906,0.448485
0.65524,0.788131,0.462626
0.669481,0.777144,0.476768
0.684147,0.764688,0.490909
0.699131,0.751505,0.50505
0.714327,0.738337,0.519192
0.72963,0.725926,0.533333
0.744932,0.715015,0.547475
0.760128,0.706346,0.561616
0.775112,0.700662,0.575758
0.789778,0.698705,0.589899
0.80408,0.701171,0.60408
0.818933,0.707663,0.618933
0.834513,0.717473,0.634513
0.850608,0.730071,0.650608
0.867006,0.744926,0.667006
0.883495,0.761508,0.683495
0.899863,0.779287,0.699863
0.915897,0.797732,0.715897
0.931386,0.816314,0.731386
0.946118,0.834502,0.746118
0.95988,0.851765,0.75988
0.97246,0.867575,0.77246
0.983647,0.8814,0.783647
0.993227,0.892709,0.793227
1,0.9,0.8
1,0.9,0.8
1,0.9,0.8
1,0.9,0.8
1,0.9,0.8
1,0.9,0.8
1,0.9,0.8
1,0.9,0.8
1,0.9,0.8
1,0.9,0.8
1,0.9,0.8
1,0.9,0.8
1,0.9,0.8
1,0.9,0.8
1,0.9,0.8
