x,y,z
0,0,0
0.0121212,0.0323232,0.00808081
0.0242424,0.0646465,0.0161616
0.0363636,0.0969697,0.0242424
0.0484849,0.129293,0.0323232
0.0606061,0.161616,0.040404
0.0727273,0.193939,0.0484849
0.0848485,0.226263,0.0565657
0.0969697,0.258586,0.0646465
0.109091,0.290909,0.0727273
0.121212,0.323232,0.0808081
0.133333,0.355556,0.0888889
0.145455,0.387879,0.0969697
0.157576,0.420202,0.105051
0.169697,0.452525,0.113131
0.181818,0.484848,0.121212
0.193939,0.517172,0.129293
0.206061,0.549495,0.137374
0.218182,0.581818,0.145455
0.230303,0.614141,0.153535
0.242424,0.646465,0.161616
0.254545,0.678788,0.169697
0.266667,0.711111,0.177778
0.278788,0.743434,0.185859
0.290909,0.775758,0.193939
0.30404,0.793939,0.206061
0.320202,0.769697,0.230303
0.336364,0.745454,0.254545
0.352525,0.721212,0.278788
0.368687,0.69697,0.30303
0.384849,0.672727,0.327273
0.40101,0.648485,0.351515
0.417172,0.624242,0.375758
0.433333,0.6,0.4
0.449495,0.575758,0.424242
0.465657,0.551515,0.448485
0.481818,0.527273,0.472727
0.49798,0.50303,0.49697
0.514141,0.478788,0.521212
0.530303,0.454545,0.545455
0.546465,0.430303,0.569697
0.562626,0.406061,0.593939
0.578788,0.381818,0.618182
0.594949,0.357576,0.642424
0.611111,0.333333,0.666667
0.627273,0.309091,0.690909
0.643434,0.284849,0.715151
0.659596,0.260606,0.739394
0.675758,0.236364,0.763636
0.691919,0.212121,0.787879
0.706061,0.216162,0.80404
0.718182,0.248485,0.812121
0.730303,0.280808,0.820202
0.742424,0.313131,0.828283
0.754545,0.345455,0.836364
0.766667,0.377778,0.844444
0.778788,0.410101,0.852525
0.790909,0.442424,0.860606
0.80303,0.474747,0.868687
0.815152,0.507071,0.876768
0.827273,0.539394,0.884848
0.839394,0.571717,0.892929
0.851515,0.60404,0.90101
0.863636,0.636364,0.909091
0.875758,0.668687,0.917172
0.887879,0.70101,0.925253
0.9,0.733333,0.933333
0.912121,0.765656,0.941414
0.924242,0.79798,0.949495
0.936364,0.830303,0.957576
0.948485,0.862626,0.965657
0.960606,0.89495,0.973737
0.972727,0.927273,0.981818
0.984848,0.959596,0.989899
0.99697,0.991919,0.99798
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
