x,y,z
-0.5,0.6,0.3
-0.466667,0.588889,0.288889
-0.433333,0.577778,0.277778
-0.4,0.566667,0.266667
-0.366667,0.555556,0.255556
-0.333333,0.544444,0.244444
-0.3,0.533333,0.233333
-0.266667,0.522222,0.222222
-0.233333,0.511111,0.211111
-0.2,0.5,0.2
-0.1,0.866667,0.222222
-1.49012e-08,1.23333,0.244444
0.1,1.6,0.266667
0.2,1.96667,0.288889
0.3,2.33333,0.311111
0.4,2.7,0.333333
0.5,3.06667,0.355556
0.6,3.43333,0.377778
0.7,3.8,0.4
0.777778,3.51111,0.455556
0.855556,3.22222,0.511111
0.933333,2.93333,0.566667
1.01111,2.64444,0.622222
1.08889,2.35556,0.677778
1.16667,2.06667,0.733333
1.24444,1.77778,0.788889
1.32222,1.48889,0.844444
1.4,1.2,0.9
1.41111,1.23333,1.01111
1.42222,1.26667,1.12222
1.43333,1.3,1.23333
1.44444,1.33333,1.34444
1.45556,1.36667,1.45556
1.46667,1.4,1.56667
1.47778,1.43333,1.67778
1.48889,1.46667,1.78889
1.5,1.5,1.9
1.53333,1.47778,1.82222
1.56667,1.45556,1.74444
1.6,1.43333,1.66667
1.63333,1.41111,1.58889
1.66667,1.38889,1.51111
1.7,1.36667,1.43333
1.73333,1.34444,1.35556
1.76667,1.32222,1.27778
1.8,1.3,1.2
1.81111,1.4,1.47778
1.82222,1.5,1.75556
1.83333,1.6,2.03333
1.84444,1.7,2.31111
1.85556,1.8,2.58889
1.86667,1.9,2.86667
1.87778,2,3.14444
1.88889,2.1,3.42222
1.9,2.2,3.7
1.96667,2.21111,3.63333
2.03333,2.22222,3.56667
2.1,2.23333,3.5
2.16667,2.24444,3.43333
2.23333,2.25556,3.36667
2.3,2.26667,3.3
2.36667,2.27778,3.23333
2.43333,2.28889,3.16667
2.5,2.3,3.1
2.51111,2.5,3.16667
2.52222,2.7,3.23333
2.53333,2.9,3.3
2.54444,3.1,3.36667
2.55556,3.3,3.43333
2.56667,3.5,3.5
2.57778,3.7,3.56667
2.58889,3.9,3.63333
2.6,4.1,3.7
2.73333,3.96667,3.68889
2.86667,3.83333,3.67778
3,3.7,3.66667
3.13333,3.56667,3.65556
3.26667,3.43333,3.64444
3.4,3.3,3.63333
3.53333,3.16667,3.62222
3.66667,3.03333,3.61111
3.8,2.9,3.6
3.82222,3.04445,3.7
3.84444,3.18889,3.8
3.86667,3.33333,3.9
3.88889,3.47778,4
3.91111,3.62222,4.1
3.93333,3.76667,4.2
3.95556,3.91111,4.3
3.97778,4.05556,4.4
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
