x,y,z
0,0.6,0.3
0.0141414,0.578788,0.285859
0.0282828,0.557576,0.271717
0.0424242,0.536364,0.257576
0.0565657,0.515152,0.243434
0.0707071,0.493939,0.229293
0.0848485,0.472727,0.215152
0.0989899,0.451515,0.20101
0.113131,0.430303,0.186869
0.127273,0.409091,0.172727
0.141414,0.387879,0.158586
0.155556,0.366667,0.144444
0.169697,0.345455,0.130303
0.183838,0.324242,0.116162
0.19798,0.30303,0.10202
0.212121,0.287879,0.124242
0.226263,0.273737,0.152525
0.240404,0.259596,0.180808
0.254545,0.245455,0.209091
0.268687,0.231313,0.237374
0.282828,0.217172,0.265657
0.29697,0.20303,0.293939
0.311111,0.188889,0.322222
0.325253,0.174747,0.350505
0.339394,0.160606,0.378788
0.353535,0.146465,0.407071
0.367677,0.132323,0.435354
0.381818,0.118182,0.463636
0.39596,0.10404,0.491919
0.40505,0.120202,0.484849
0.412121,0.148485,0.463636
0.419192,0.176768,0.442424
0.426263,0.20505,0.421212
0.433333,0.233333,0.4
0.440404,0.261616,0.378788
0.447475,0.289899,0.357576
0.454545,0.318182,0.336364
0.461616,0.346465,0.315152
0.468687,0.374747,0.293939
0.475758,0.40303,0.272727
0.482828,0.431313,0.251515
0.489899,0.459596,0.230303
0.49697,0.487879,0.209091
0.50404,0.512121,0.208081
0.511111,0.533333,0.222222
0.518182,0.554545,0.236364
0.525253,0.575758,0.250505
0.532323,0.59697,0.264646
0.539394,0.618182,0.278788
0.546465,0.639394,0.292929
0.553535,0.660606,0.307071
0.560606,0.681818,0.321212
0.567677,0.70303,0.335354
0.574747,0.724242,0.349495
0.581818,0.745455,0.363636
0.588889,0.766667,0.377778
0.59596,0.787879,0.391919
0.606061,0.79697,0.406061
0.620202,0.789899,0.420202
0.634343,0.782828,0.434343
0.648485,0.775758,0.448485
0.662626,0.768687,0.462626
0.676768,0.761616,0.476768
0.690909,0.754545,0.490909
0.70505,0.747475,0.50505
0.719192,0.740404,0.519192
0.733333,0.733333,0.533333
0.747475,0.726263,0.547475
0.761616,0.719192,0.561616
0.775758,0.712121,0.575758
0.789899,0.705051,0.589899
0.80404,0.70404,0.60404
0.818182,0.718182,0.618182
0.832323,0.732323,0.632323
0.846465,0.746465,0.646465
0.860606,0.760606,0.660606
0.874747,0.774747,0.674747
0.888889,0.788889,0.688889
0.90303,0.80303,0.70303
0.917172,0.817172,0.717172
0.931313,0.831313,0.731313
0.945454,0.845454,0.745455
0.959596,0.859596,0.759596
0.973737,0.873737,0.773737
0.987879,0.887879,0.787879
1,0.9,0.8
1,0.9,0.8
1,0.9,0.8
1,0.9,0.8
1,0.9,0.8
1,0.9,0.8
1,0.9,0.8
1,0.9,0.8
1,0.9,0.8
1,0.9,0.8
1,0.9,0.8
1,0.9,0.8
1,0.9,0.8
1,0.9,0.8
1,0.9,0.8
