x,y,z
-0.5,0.6,0.3
-0.497138,0.59948,0.299259
-0.484853,0.601754,0.298303
-0.452656,0.617465,0.300757
-0.385126,0.661487,0.31208
-0.264983,0.748636,0.338675
-0.077409,0.887661,0.386668
0.184408,1.07351,0.460314
0.512493,1.27791,0.560063
0.876074,1.43816,0.680273
1.21233,1.44431,0.806565
-0.173408,0.586308,0.208056
0.131687,1.0583,0.403018
0.598107,1.32874,0.804771
1.10503,1.44001,1.31913
1.46014,1.47907,1.78771
0.862589,3.29924,0.53986
1.23379,2.39599,0.890024
1.61875,1.59687,1.19688
1.41112,1.22516,0.979487
1.57747,1.5033,1.77427
1.80865,1.9229,2.93481
1.55203,1.50776,1.88507
1.94973,1.85023,2.46619
2.41632,2.26159,3.10384
1.98592,1.93809,2.08466
2.45451,3.41172,3.31536
2.11533,2.31125,3.61936
3.14517,2.89231,3.59547
2.58491,2.56203,3.21951
3.53331,3.59399,4.00149
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
4,4.2,4.5
