x,y,z
-0.5,0.6,0.3
-0.378875,0.679835,0.277778
-0.21989,0.934979,0.277778
-0.0296296,1.28889,0.3
0.185322,1.66502,0.344444
0.418381,1.98683,0.411111
0.662963,2.17778,0.5
0.912483,2.16132,0.611111
1.16036,1.86091,0.744444
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
1.4,1.2,0.9
