x,y,z
0.2,3.5,0.3
0.200659,3.50182,0.299398
0.203129,3.50686,0.297772
0.208831,3.51396,0.295645
0.219932,3.52124,0.293833
0.239056,3.52633,0.293359
0.268861,3.52661,0.295336
0.311513,3.51947,0.300814
0.368026,3.50272,0.310592
0.4375,3.475,0.325
0.516225,3.43633,0.343646
0.596678,3.38866,0.365123
0.666392,3.33649,0.386694
0.312645,3.78791,0.20687
0.426863,3.68543,0.275259
0.634036,3.50545,0.403567
0.90279,3.27868,0.573097
1.18252,3.05367,0.753366
0.5,3.6,0.3
0.68356,3.43862,0.485611
1.0696,3.14163,0.922404
1.50799,2.81536,1.4589
1.79462,2.60402,1.88725
1.00383,3.03539,0.952528
1.46269,2.53594,2.13183
1.83596,2.0429,3.33984
1.52516,2.68152,1.23482
1.9625,1.65,2.3875
2.44666,0.408545,3.44662
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
2.6,0,3.6
