x,y,z
0,0.6,0.3
0.0423889,0.53804,0.266115
0.0845657,0.480141,0.247471
0.126318,0.427362,0.241311
0.167435,0.380764,0.244877
0.207702,0.341408,0.255412
0.24691,0.310354,0.270159
0.284845,0.288663,0.28636
0.321295,0.277395,0.301258
0.356048,0.277611,0.312096
0.388893,0.290371,0.316117
0.419616,0.316735,0.310562
0.448006,0.357765,0.292676
0.473851,0.41452,0.2597
0.496939,0.488062,0.208878
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
0.5,0.5,0.2
