x,y,z
0.2,3.5,0.3
0.214894,3.51858,0.294426
0.241938,3.52667,0.293442
0.278916,3.52553,0.296416
0.323611,3.51645,0.302714
0.373806,3.50067,0.311704
0.427287,3.47948,0.322751
0.481836,3.45412,0.335223
0.535237,3.42588,0.348486
0.585274,3.39602,0.361908
0.629731,3.3658,0.374855
0.666392,3.33649,0.386694
0.693041,3.30936,0.396792
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
0.7,3.3,0.4
