x,y,z
0.2,3.5,0.3
0.208081,3.52424,0.291919
0.216162,3.54849,0.283838
0.224242,3.57273,0.275758
0.232323,3.59697,0.267677
0.240404,3.62121,0.259596
0.248485,3.64545,0.251515
0.256566,3.6697,0.243434
0.264646,3.69394,0.235354
0.272727,3.71818,0.227273
0.280808,3.74242,0.219192
0.288889,3.76667,0.211111
0.29697,3.79091,0.20303
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
0.3,3.8,0.2
