x,y,z
0,0,0
0.0154571,0.0332763,0.0118932
0.0372166,0.0683534,0.0309892
0.0647244,0.105073,0.0566547
0.0974265,0.143276,0.0882565
0.134769,0.182805,0.125161
0.176197,0.223502,0.166736
0.221158,0.265208,0.212348
0.269096,0.307765,0.261363
0.319459,0.351014,0.313148
0.371692,0.394798,0.36707
0.42524,0.438957,0.422497
0.47955,0.483335,0.478793
0.534068,0.527771,0.535328
0.58824,0.572109,0.591466
0.641512,0.61619,0.646576
0.693329,0.659854,0.700023
0.743137,0.702945,0.751175
0.790383,0.745304,0.799399
0.834513,0.786773,0.844061
0.874972,0.827192,0.884527
0.911206,0.866405,0.920166
0.942661,0.904252,0.950343
0.968784,0.940576,0.974425
0.98902,0.975218,0.99178
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
