x,y,z
0,0,0
0.0368402,0.0902979,0.0261486
0.0745807,0.167991,0.0558986
0.113142,0.234188,0.0889334
0.152446,0.289996,0.124936
0.192413,0.336523,0.163591
0.232963,0.374878,0.20458
0.274018,0.406169,0.247588
0.315499,0.431504,0.292298
0.357325,0.451991,0.338392
0.399419,0.468738,0.385555
0.441701,0.482853,0.433471
0.484092,0.495445,0.481821
0.526512,0.507621,0.53029
0.568883,0.520489,0.578561
0.611125,0.535159,0.626318
0.653159,0.552737,0.673244
0.694907,0.574332,0.719022
0.736289,0.601052,0.763336
0.777225,0.634005,0.805869
0.817637,0.674299,0.846304
0.857445,0.723043,0.884325
0.896571,0.781344,0.919616
0.934934,0.850311,0.951859
0.972457,0.931052,0.980739
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
